Time (s),F59 (N),L59 (mm),F60 (N),L60 (mm),F61 (N),L61 (mm),F63 (N),L63 (mm),F65 (N),L65 (mm),F66 (N),L66 (mm)
6.61,21.0761,-0.0249,23.225,9.0526,25.1234,9.0167,26.7067,9.143,27.2181,9.0767,6.2269,9.0695
6.62,21.0118,0.0206,23.282,9.0893,25.1493,9.1224,26.6989,9.0566,27.2638,9.0877,6.0168,9.0491
6.63,21.2312,0.049,23.3478,9.0972,25.2905,9.1291,26.6831,9.0924,26.9702,9.0065,6.283,9.2014
6.64,21.101,-0.0209,23.298,9.0479,25.1136,9.0769,26.5704,9.0356,27.0929,9.0679,6.1204,9.0546
6.65,21.1607,0.0129,23.3152,9.0734,25.1671,9.0649,26.5718,9.0251,27.1562,9.0479,6.1087,9.059
6.66,21.086,-0.0548,23.1481,9.0151,25.2098,9.0182,26.6995,9.1366,27.1108,9.1412,6.1499,9.0382
6.67,20.9622,-0.0232,23.2572,9.058,25.115,9.0851,26.596,9.0717,27.1484,9.0818,6.0621,9.0594
6.68,21.2587,0.0823,23.4033,9.1304,25.227,9.1128,26.5882,9.0979,27.0547,9.0216,6.2465,9.1162
6.69,21.077,-0.0193,23.2808,9.0621,25.2499,9.0589,26.7113,9.0383,27.1171,9.0868,6.1283,9.0639
6.7,21.165,0.0266,23.2146,9.0726,25.1771,9.0735,26.4966,9.0114,27.1321,9.0721,6.0336,9.0851
6.71,21.1192,-0.0215,23.2899,9.0123,25.1319,9.0576,26.5587,9.1045,27.083,9.1291,6.111,9.0264
6.72,21.0134,0.0007,23.1906,9.0767,25.1442,9.0629,26.6416,9.0856,27.2676,9.0974,6.0157,9.0229
6.73,21.2294,0.0732,23.2992,9.1034,25.242,9.1259,26.6493,9.0851,27.0206,9.0266,6.1385,9.0976
6.74,21.1377,-0.0217,23.372,9.0543,25.1204,9.0605,26.5431,9.0808,27.0909,9.0686,6.2519,9.0757
6.75,21.223,0.0028,23.25,9.0694,25.1505,9.0726,26.4753,9.0002,27.0242,9.0358,6.1343,9.0929
6.76,21.0463,-0.0644,23.1377,9.0416,25.142,9.0492,26.6019,9.1221,27.0202,9.0652,5.9734,9.0632
6.77,21.0335,-0.0136,23.2289,9.0216,24.9488,9.0186,26.5797,9.0752,27.1087,9.1396,5.9995,9.029
6.78,21.1718,0.0584,23.3392,9.1191,25.2186,9.1089,26.604,9.0904,27.0653,9.0479,6.0944,9.0933
6.79,21.2164,-0.029,23.1956,9.0453,25.1913,9.0697,26.7584,9.1131,27.0532,9.0479,6.1406,9.0754
6.8,21.1634,0.0024,23.3318,9.0605,25.1837,9.1059,26.4617,9.0026,26.876,9.0592,6.157,9.1016
6.81,21.0472,-0.0249,23.2348,9.0286,25.1667,9.0122,26.5174,9.0549,27.0352,8.9881,6.2556,9.0603
6.82,21.0087,-0.0129,23.2198,9.0622,25.0323,9.0239,26.595,9.0479,27.1251,9.1299,6.0402,9.0358
6.83,21.1238,0.0668,23.3163,9.1172,25.1519,9.05,26.5149,9.0726,27.0666,9.0691,6.1206,9.0875
6.84,21.101,0.0035,23.2697,9.0447,25.1379,9.0645,26.7345,9.1161,26.9448,9.0972,6.1619,9.0739
6.85,21.1821,0.0327,23.2699,9.0935,25.264,9.0911,26.5796,9.0479,26.9962,9.0762,6.1102,9.1196
6.86,21.1091,-0.047,23.201,9.0419,25.1369,9.0559,26.5246,9.0679,26.8896,9.0303,6.3072,9.1029
6.87,21.0272,-0.0291,23.2126,9.0702,25.0616,9.014,26.5292,9.0606,27.0677,9.1408,6.055,9.0563
6.88,21.2489,0.0681,23.3129,9.1599,25.1308,9.0495,26.52,9.0851,27.034,9.0676,6.0689,9.0828
6.89,21.0245,-0.0141,23.2393,9.0479,25.1154,9.0605,26.6492,9.1459,27.1175,9.0759,6.1309,9.0604
6.9,21.038,0.0336,23.2914,9.0709,25.1463,9.061,26.619,9.0737,27.0982,9.04,6.1825,9.0867
6.91,21.0553,0.0059,23.2074,9.0326,25.1763,9.0593,26.581,9.0768,26.8507,9.013,6.3269,9.148
6.92,21.0431,-0.0203,23.1431,9.0143,25.1258,9.0112,26.5099,9.0525,27.0335,9.1334,6.087,9.04
6.93,21.1797,0.0611,23.323,9.1118,25.0179,9.0279,26.3745,9.0236,26.9637,9.0712,6.0564,9.0177
6.94,21.0627,-0.0275,23.298,9.0466,25.0832,9.049,26.619,9.0747,27.2087,9.0581,6.135,9.0358
6.95,21.0405,0.0244,23.2715,9.0813,25.1883,9.144,26.4451,9.0522,27.134,9.0581,5.9489,9.0869
6.96,21.0497,-0.0455,23.1807,9.0691,25.2061,9.0883,26.5481,9.0281,26.8725,9.0164,6.2119,9.1393
6.97,20.9833,-0.0091,23.2293,9.0512,25.105,9.0068,26.6239,9.0648,27.1438,9.0851,6.0711,9.0479
6.98,21.0277,0.0838,23.347,9.1208,25.1363,9.0972,26.3534,9.0205,26.9464,9.0532,6.1002,9.0507
6.99,21.1446,-0.0114,23.2554,9.0413,25.0288,9.065,26.4961,9.0771,27.0671,9.0892,6.0676,9.0809
7,21.1484,0.0236,23.3862,9.0605,25.0851,9.094,26.5419,9.0858,27.1255,9.0888,5.9413,9.1095
7.01,20.9315,-0.0594,23.2113,9.0358,25.2009,9.1184,26.5797,9.122,26.9684,9.0254,6.2282,9.1015
7.02,20.9816,0.0497,23.1082,9.0739,25.0621,9.0442,26.562,9.0722,26.9371,9.1113,6.1692,9.0629
7.03,21.1752,0.0726,23.3937,9.1328,25.022,9.0425,26.4937,9.0081,27.0568,9.0598,6.1501,9.1124
7.04,21.2653,-0.0359,23.1943,9.0479,25.081,9.0321,26.569,9.0607,26.9984,9.0605,6.1125,9.0835
7.05,21.0536,0.0591,23.25,9.0718,25.0106,9.094,26.4896,9.0708,27.1187,9.0968,6.0126,9.0535
7.06,20.9796,-0.0484,23.3708,9.0256,25.1493,9.0948,26.5417,9.0922,26.9687,9.0398,6.16,9.1064
7.07,21.0053,-0.0231,23.1769,9.0376,25.1528,9.0609,26.6818,9.1128,26.9467,9.0798,6.1417,9.0638
7.08,21.1508,0.0371,23.3233,9.1209,25.1073,9.0738,26.497,9.0251,26.9225,9.0615,6.148,9.1053
7.09,21.0768,-0.0123,23.1759,9.0479,25.0363,9.0314,26.5138,9.069,26.983,9.1275,6.1754,9.1189
7.1,21.2477,-0.0001,23.347,9.0607,25.0495,9.0882,26.4265,9.0479,27.2004,9.1371,5.989,9.0089
7.11,20.981,-0.109,23.202,9.0238,25.1455,9.0972,26.4976,9.0848,26.9367,9.0777,6.1941,9.0745
7.12,20.9769,-0.0146,23.1516,9.0592,25.0175,9.0583,26.5617,9.0661,26.9208,9.1167,6.0685,9.0543
7.13,21.1512,0.0001,23.323,9.1802,25.0685,9.0788,26.4848,9.0541,26.9607,9.0609,6.184,9.1061
7.14,21.0755,-0.0361,23.2485,9.0475,25.0136,9.0644,26.5955,9.0652,26.8768,9.1146,6.2182,9.0662
7.15,21.1269,0.0132,23.2537,9.0721,24.9357,9.0772,26.375,9.0539,27.0877,9.1667,5.9717,9.0253
7.16,21.0291,-0.0577,23.2555,9.0118,25.1126,9.0946,26.4235,9.0238,26.9542,9.037,6.0613,9.119
7.17,20.8849,0.0091,23.1735,9.0492,25.116,9.0457,26.5989,9.1219,26.9823,9.0851,6.0674,9.069
7.18,21.0981,0.1075,23.3201,9.0494,25.105,9.105,26.497,9.0821,26.867,9.0879,6.1136,9.0586
7.19,21.077,-0.0192,23.2597,9.0605,24.8391,9.0362,26.4739,9.119,26.9037,9.0549,6.2328,9.158
7.2,21.1046,0.0253,23.3016,9.0157,24.9356,8.9882,26.5088,9.0658,27.0609,9.1426,6.0919,9.0668
7.21,21.0158,-0.0103,23.1858,9.0248,25.0355,9.0901,26.301,9.0436,26.9055,9.0541,6.0994,9.0902
7.22,20.8591,-0.0177,23.1988,9.0458,25.018,9.0671,26.4108,9.0851,27.058,9.081,6.0945,9.0456
7.23,21.1338,0.0468,23.3494,9.1148,25.1123,9.0926,26.3829,9.0681,26.912,8.9919,6.0209,9.0748
7.24,21.077,-0.0123,23.245,9.096,25.0729,9.05,26.5154,9.0822,26.7421,9.0243,6.233,9.1294
7.25,21.0929,0.0258,23.3177,9.1018,24.939,9.0238,26.5162,9.0901,26.9638,9.164,6.1199,9.0454
7.26,21.0633,-0.0234,23.2363,9.028,25.056,9.0783,26.382,8.9785,26.9513,9.0553,6.0545,9.0851
7.27,20.9271,-0.0184,23.146,9.0651,25.0137,9.0497,26.4633,9.095,26.9094,9.0897,6.0574,9.0416
7.28,21.0584,0.0443,23.3103,9.1234,25.0837,9.1061,26.4385,9.0643,26.9801,9.0333,5.9718,9.0397
7.29,21.0247,-0.0198,23.1927,9.0392,25.1676,9.0371,26.4988,9.0917,26.8262,8.9694,6.3195,9.1192
7.3,21.101,0.037,23.305,9.108,24.9436,9.0479,26.5543,9.1339,27.0037,9.1148,6.0735,9.0624
7.31,20.9448,-0.0193,23.1704,9.0238,25.0748,9.1104,26.3062,9.0379,26.8787,9.0605,6.0996,9.0968
7.32,21.0125,-0.0249,23.1971,9.0649,25.0063,9.0365,26.4937,9.0687,26.9305,9.0962,6.128,9.076
7.33,21.1051,0.0329,23.3598,9.1218,25.0534,9.0864,26.423,9.0478,26.996,9.0989,5.9286,9.047
7.34,20.927,0.0123,23.2457,9.04,25.1096,9.0898,26.3887,9.101,26.788,8.9881,6.1828,9.1056
7.35,21.0783,0.0145,23.2828,9.0895,24.9298,9.0123,26.4617,9.1252,26.9347,9.1425,6.1371,9.1146
7.36,21.0507,-0.0376,23.2876,9.0082,25.0621,9.0843,26.4398,9.0726,26.9048,9.0515,6.092,9.0189
7.37,20.9254,-0.032,22.9999,9.0632,24.9105,9.0619,26.4805,9.0862,26.9431,9.0761,6.1325,9.0467
7.38,21.0672,0.0195,23.3422,9.1464,25.0664,9.1218,26.4064,9.0479,27.0664,9.1014,5.9161,8.9991
7.39,21.101,-0.0002,23.1434,9.0656,25.1626,9.1018,26.3832,9.0689,26.8247,8.9957,6.0817,9.0811
7.4,21.0959,0.0323,23.2603,9.126,24.9508,9.0073,26.3082,9.1343,26.912,9.1164,6.1455,9.0479
7.41,21.028,-0.0194,23.1765,8.9744,25.0141,9.1068,26.4944,9.0726,26.9024,9.0574,6.1103,9.0801
7.42,20.9871,-0.0806,23.2029,9.0804,25.0479,9.048,26.4781,9.0539,26.8664,9.099,6.1766,9.055
7.43,21.028,0.037,23.2971,9.0952,25.0663,9.0983,26.3116,9.0726,27.0342,9.1002,5.9787,9.0358
7.44,21.0098,-0.0249,23.1998,9.0418,25.056,9.1098,26.2491,9.0238,26.8771,9.0225,6.062,9.0726
7.45,21.0582,0.04,23.3042,9.0602,24.9683,9.1041,26.472,9.0896,26.8647,9.0852,6.087,9.051
7.46,21.005,-0.0365,23.2562,9.0116,25.0224,9.0208,26.453,9.0996,26.8098,9.0919,6.0944,9.0934
7.47,20.8747,-0.0195,23.1583,9.035,25.0213,9.0422,26.3716,9.0735,26.8696,9.0829,6.1985,9.1177
7.48,21.0797,0.0512,23.2272,9.1207,24.9761,9.0811,26.3583,9.1098,27.0936,9.1306,6.0634,9.0034
7.49,21.0387,0.0101,23.2415,9.0479,25.1146,9.107,26.1401,9.0037,26.832,9.0479,6.062,9.0911
7.5,21.0316,0.021,23.2247,9.0531,24.994,9.0605,26.2587,9.0726,26.814,9.0898,6.038,9.0457
7.51,21.0289,-0.0334,23.2223,9.0291,25.0297,9.0851,26.0945,9.0496,26.7735,9.0401,6.0803,9.0759
7.52,20.9446,-0.0591,23.1227,9.0384,24.8456,9.0009,26.0316,9.0956,26.5973,9.0212,6.233,9.1085
7.53,21.092,0.0415,23.2813,9.1068,24.731,9.0674,26.0882,9.0666,26.7172,9.1522,6.0276,9.0421
7.54,20.9625,0.0007,23.265,9.0643,24.8025,9.1291,25.8594,9.0319,26.48,9.077,6.0719,9.0915
7.55,21.0677,0.0291,23.3313,9.0972,24.69,9.0465,25.8612,9.0605,26.4936,9.0955,6.0968,9.0308
7.56,21.0357,-0.0411,23.2823,9.0317,24.5181,9.0744,25.5773,9.0684,26.4002,9.0845,5.9832,9.0617
7.57,20.849,-0.0164,23.1029,9.0849,24.4012,9.0243,25.7193,9.086,26.1358,9.0451,6.2557,9.1462
7.58,21.0356,0.0486,23.2166,9.0804,24.3609,9.0635,25.6531,9.1261,26.4075,9.1166,5.9696,9.0726
7.59,20.889,-0.0402,23.0689,9.0733,24.3438,9.1022,25.461,9.0522,26.1567,9.0425,6.0433,9.1138
7.6,20.8169,0.0085,23.0177,9.0894,24.2893,9.0745,25.2545,9.08,26.1594,9.0676,6.0789,9.0401
7.61,20.7461,-0.0357,22.8302,9.0504,24.0979,9.0928,25.1886,9.0726,26.0082,9.0054,5.9919,9.0708
7.62,20.5821,-0.0305,22.684,9.0092,24.0203,9.0412,24.9345,9.1097,25.6868,9.0221,6.1694,9.1453
7.63,20.5824,0.0427,22.6845,9.1005,23.7594,9.0339,25.0432,9.1258,25.8022,9.13,5.9838,9.0648
7.64,20.5116,0.0066,22.5397,9.0479,23.811,9.0899,24.7762,9.0414,25.618,9.0563,6.1407,9.0879
7.65,20.4028,0.0594,22.4586,9.0775,23.6082,9.078,24.4711,9.0677,25.5482,9.0932,5.8818,9.0479
7.66,20.2119,-0.0394,22.185,9.0238,23.4152,9.1104,24.2881,9.0761,25.325,9.0474,5.99,9.0489
7.67,19.8949,-0.0222,22.0037,9.0452,23.2351,8.9941,23.9477,8.9727,25.0361,9.0119,6.0605,9.0495
