Time (s),F43 (N),L43 (mm),F44 (N),L44 (mm),F45 (N),L45 (mm),F47 (N),L47 (mm),F49 (N),L49 (mm),F50 (N),L50 (mm)
,,,,,,,,,,,0.74,0.0491
,,,,,,,,,,,0.74,0.1225
,,,,,,,,,,,0.618,0.0611
,,,,,,,,,,,0.618,0.0123
,,,,,,,,,,,0.569,0.037
,,,,,,,,,,,0.642,0.0123
,,,,,,,,,,,0.618,0.0611
,,,,,,,,,,,0.569,-0.0002
,,,,,,,,,,,0.447,-0.049
,,,,,,,,,,,0.471,-0.0736
,,,,,,,,,,,0.569,-0.049
,,,,,,,,,,,0.569,-0.0249
,,,,,,,,,,,0.618,-0.0249
,,,,,,,,,,,0.569,-0.0123
,,,,,,,,,,,0.545,-0.049
,,,,,,,,,,,0.569,-0.0369
,,,,,,,,,,,0.691,-0.0123
,,,,,,,,,,,0.691,0.0737
,,,,,,,,,,,0.667,0.037
,,,,,,,,,,,0.593,0.0244
,,,,,,,,,,,0.569,-0.0123
,,,,,,,,,,,0.691,-0.0002
,,,,,,,,,,,0.593,0.037
,,,,,,,,,,,0.715,0.037
,,,,,,,,,,,0.496,0.0123
,,,,,,,,,,,0.545,-0.0369
,,,,,,,,,,,0.471,-0.0616
,,,,,,,,,,,0.667,-0.0123
,,,,,,,,,,,0.545,-0.0002
,,,,,,,,,,,0.691,-0.0002
,,,,,,,,,,,0.545,-0.0002
,,,,,,,,,,,0.593,-0.0249
,,,,,,,,,,,0.618,-0.0002
,,,,,,,,,,,0.74,0.0491
,,,,,,,,,,,0.715,0.0858
,,,,,,,,,,,0.496,0.0123
,,,,,,,,,,,0.496,-0.0249
,,,,,,,,,,,0.593,0.0123
,,,,,,,,,,,0.398,0.0737
,,,,,,,,,,,0.593,0.0123
,,,,,,,,,,,0.593,0.037
,,,,,,,,,,,0.496,-0.0369
,,,,,,,,,,,0.398,-0.1104
,,,,,,,,,,,0.496,-0.0249
,,,,,,,,,,,0.52,-0.0249
,,,,,,,,,,,0.593,-0.0002
,,,,,,,,,,,0.642,-0.0249
,,,,,,,,,,,0.545,-0.0002
,,,,,,,,,,,0.593,-0.0123
,,,,,,,,,,,0.593,-0.0002
,,,,,,,,,,,0.74,0.0244
,,,,,,,,,,,0.642,0.1104
,,,,,,,,,,,0.618,0.037
,,,,,,,,,,,0.593,-0.0369
,,,,,,,,,,,0.593,-0.0002
,,,,,,,,,,,0.618,-0.0123
,,,,,,,,,,,0.471,0.0244
,,,,,,,,,,,0.545,0.0244
,,,,,,,,,,,0.398,-0.0862
,,,,,,,,,,,0.447,-0.0862
,,,,,,,,,,,0.545,-0.0616
,,,,,,,,,,,0.52,0.0123
,,,,,,,,,,,0.569,-0.0123
,,,,,,,,,,,0.52,-0.0123
,,,,,,,,,,,0.496,-0.0369
,,,,,,,,,,,0.569,-0.0123
,,,,,,,,,,,0.618,-0.049
,,,,,,,,,,,0.691,0.0737
,,,,,,,,,,,0.642,0.037
,,,,,,,,,,,0.471,0.0611
,,,,,,,,,,,0.422,-0.0123
,,,,,,,,,,,0.642,-0.0123
,,,,,,,,,,,0.642,0.0123
,,,,,,,,,,,0.593,0.0737
,,,,,,,,,,,0.569,-0.0249
,,,,,,,,,,,0.569,-0.0736
,,,,,,,,,,,0.52,-0.0616
,,,,,,,,,,,0.496,0.037
,,,,,,,,,,,0.642,-0.0123
,,,,,,,,,,,0.618,-0.0002
,,,,,,,,,,,0.593,0.037
,,,,,,,,,,,0.593,0.037
,,,,,,,,,,,0.618,-0.0369
,,,,,,,,,,,0.74,0.0491
,,,,,,,,,,,0.691,0.0737
,,,,,,,,,,,0.618,0.0123
,,,,,,,,,,,0.569,0.0737
,,,,,,,,,,,0.569,-0.0123
,,,,,,,,,,,0.569,0.0737
,,,,,,,,,,,0.618,0.0123
,,,,,,,,,,,0.569,0.0858
,,,,,,,,,,,0.545,-0.0123
,,,,,,,,,,,0.374,-0.0736
,,,,,,,,,,,0.496,-0.0369
,,,,,,,,,,,0.545,-0.0369
,,,,,,,,,,,0.545,0.0244
,,,,,,,,,,,0.545,-0.0123
,,,,,,,,,,,0.52,0.0123
,,,,,,,,,,,0.545,-0.0369
,,,,,,,,,,,0.642,0.037
,,,,,,,,,,,0.74,0.037
,,,,,,,,,,,0.691,0.0983
,,,,,,,,,,,0.691,0.0244
,,,,,,,,,,,0.618,-0.0002
,,,,,,,,,,,0.691,0.0123
,,,,,,,,,,,0.691,0.0123
,,,,,,,,,,,0.74,0.037
,,,,,,,,,,,0.52,0.037
,,,,,,,,,,,0.593,-0.0249
,,,,,,,,,,,0.422,-0.049
,,,,,,,,,,,0.593,-0.0249
,,,,,,,,,,,0.545,-0.0369
,,,,,,,,,,,0.691,-0.0249
,,,,,,,,,,,0.593,0.0123
,,,,,,,,,,,0.593,-0.0123
,,,,,,,,,,,0.569,-0.0249
,,,,,,,,,,,0.691,0.0858
,,,,,,,,,,,0.691,0.1104
,,,,,,,,,,,0.642,0.0858
,,,,,,,,,,,0.618,-0.0249
,,,,,,,,,,,0.52,0.0123
,,,,,,,,,,,0.593,-0.0249
,,,,,,,,,,,0.618,0.0123
,,,,,,,,,,,0.618,0.0123
,,,,,,,,,,,0.545,-0.0123
,,,,,,,,,,,0.447,-0.049
,,,,,,,,,,,0.52,-0.0736
,,,,,,,,,,,0.545,-0.0123
,,,,,,,,,,,0.618,-0.0002
,,,,,,,,,,,0.593,-0.0002
,,,,,,,,,,,0.642,-0.0002
,,,,,,,,,,,0.569,-0.0249
,,,,,,,,,,,0.715,0.0611
,,,,,,,,,,,0.715,0.0244
,,,,,,,,,,,0.691,0.0611
,,,,,,,,,,,0.667,0.037
,,,,,,,,,,,0.471,0.0737
,,,,,,,,,,,0.593,0.0123
,,,,,,,,,,,0.593,0.0123
,,,,,,,,,,,0.691,0.0244
,,,,,,,,,,,0.593,0.037
,,,,,,,,,,,0.569,-0.0002
,,,,,,,,,,,0.374,-0.0736
,,,,,,,,,,,0.569,-0.049
,,,,,,,,,,,0.496,-0.0123
,,,,,,,,,,,0.642,-0.0249
,,,,,,,,,,,0.545,-0.0123
,,,,,,,,,,,0.593,-0.0002
,,,,,,,,,,,0.496,-0.0862
,,,,,,,,,,,0.593,0.037
,,,,,,,,,,,0.691,-0.0002
,,,,,,,,,,,0.715,0.0983
,,,,,,,,,,,0.618,0.037
,,,,,,,,,,,0.618,-0.0249
,,,,,,,,,,,0.691,-0.0002
,,,,,,,,,,,0.618,0.037
,,,,,,,,,,,0.691,0.0244
,,,,,,,,,,,0.52,0.037
,,,,,,,,,,,0.447,-0.0249
,,,,,,,,,,,0.447,-0.0616
,,,,,,,,,,,0.52,-0.0862
,,,,,,,,,,,0.593,-0.0123
,,,,,,,,,,,0.618,-0.0249
,,,,,,,,,,,0.593,-0.0123
,,,,,,,,,,,0.642,-0.049
,,,,,,,,,,,0.496,-0.0369
,,,,,,,,,,,0.618,0.037
,,,,,,,,,,,0.667,0.0491
,,,,,,,,,,,0.642,0.0858
,,,,,,,,,,,0.569,0.0123
,,,,,,,,,,,0.545,0.0123
,,,,,,,,,,,0.593,-0.049
,,,,,,,,,,,0.569,0.0123
,,,,,,,,,,,0.593,-0.0249
,,,,,,,,,,,0.496,-0.0123
,,,,,,,,,,,0.471,-0.0983
,,,,,,,,,,,0.545,-0.0616
,,,,,,,,,,,0.569,-0.0002
,,,,,,,,,,,0.447,-0.0002
,,,,,,,,,,,0.593,0.0123
,,,,,,,,,,,0.447,-0.0002
,,,,,,,,,,,0.569,-0.0123
,,,,,,,,,,,0.496,-0.0002
,,,,,,,,,,,0.74,0.0491
,,,,,,,,,,,0.838,0.0737
,,,,,,,,,,,0.667,0.0491
,,,,,,,,,,,0.618,0.0611
,,,,,,,,,,,0.593,-0.0123
,,,,,,,,,,,0.593,0.0611
,,,,,,,,,,,0.667,0.0123
,,,,,,,,,,,0.593,0.0244
,,,,,,,,,,,0.471,-0.049
,,,,,,,,,,,0.349,-0.0736
,,,,,,,,,,,0.496,-0.049
,,,,,,,,,,,0.496,-0.0249
,,,,,,,,,,,0.545,-0.0123
,,,,,,,,,,,0.593,0.0123
,,,,,,,,,,,0.545,-0.0123
,,,,,,,,,,,0.545,-0.0249
,,,,,,,,,,,0.52,0.037
,,,,,,,,,,,0.74,0.0737
,,,,,,,,,,,0.74,0.0737
,,,,,,,,,,,0.642,0.0123
,,,,,,,,,,,0.667,0.037
,,,,,,,,,,,0.593,-0.0616
,,,,,,,,,,,0.642,0.0244
,,,,,,,,,,,0.691,0.0123
,,,,,,,,,,,0.593,0.0737
,,,,,,,,,,,0.471,-0.049
,,,,,,,,,,,0.471,-0.0736
,,,,,,,,,,,0.618,-0.049
,,,,,,,,,,,0.593,-0.0123
,,,,,,,,,,,0.569,-0.0616
,,,,,,,,,,,0.569,-0.0002
,,,,,,,,,,,0.593,-0.0369
,,,,,,,,,,,0.447,-0.0123
,,,,,,,,,,,0.691,0.0491
,,,,,,,,,,,0.691,0.037
,,,,,,,,,,,0.667,0.0491
,,,,,,,,,,,0.667,0.0123
,,,,,,,,,,,0.569,0.0491
,,,,,,,,,,,0.569,-0.0002
,,,,,,,,,,,0.642,-0.0123
,,,,,,,,,,,0.496,0.0737
,,,,,,,,,,,0.471,-0.0123
,,,,,,,,,,,0.349,-0.049
,,,,,,,,,,,0.52,-0.0862
,,,,,,,,,,,0.52,-0.0002
,,,,,,,,,,,0.715,-0.0369
,,,,,,,,,,,0.569,0.0244
,,,,,,,,,,,0.569,-0.0369
,,,,,,,,,,,0.545,-0.0249
,,,,,,,,,,,0.74,-0.0249
,,,,,,,,,,,0.691,0.0491
,,,,,,,,,,,0.715,0.0737
,,,,,,,,,,,0.618,0.0737
,,,,,,,,,,,0.569,0.0123
,,,,,,,,,,,0.593,0.0244
,,,,,,,,,,,0.618,-0.0002
,,,,,,,,,,,0.593,0.0244
,,,,,,,,,,,0.52,0.0491
,,,,,,,,,,,0.496,-0.0123
,,,,,,,,,,,0.374,-0.0616
,,,,,,,,,,,0.52,-0.0616
,,,,,,,,,,,0.496,-0.0249
,,,,,,,,,,,0.593,-0.0123
,,,,,,,,,,,0.593,-0.0002
,,,,,,,,,,,0.593,-0.0249
,,,,,,,,,,,0.593,-0.0249
,,,,,,,,,,,0.642,-0.0123
,,,,,,,,,,,0.764,0.037
,,,,,,,,,,,0.764,0.0983
,,,,,,,,,,,0.642,0.0491
,,,,,,,,,,,0.642,-0.0002
,,,,,,,,,,,0.593,0.037
,,,,,,,,,,,0.667,-0.0002
,,,,,,,,,,,0.618,0.0737
,,,,,,,,,,,0.569,0.0123
,,,,,,,,,,,0.447,-0.0002
,,,,,,,,,,,0.447,-0.0862
,,,,,,,,,,,0.398,-0.0369
,,,,,,,,,,,0.593,-0.0123
,,,,,,,,,,,0.447,-0.0002
,,,,,,,,,,,0.545,-0.0123
,,,,,,,,,,,0.593,-0.0249
,,,,,,,,,,,0.642,-0.0249
,,,,,,,,,,,0.715,0.0123
,,,,,,,,,,,0.789,0.0737
,,,,,,,,,,,0.667,0.0491
,,,,,,,,,,,0.593,0.0737
,,,,,,,,,,,0.593,0.0244
,,,,,,,,,,,0.593,0.0244
,,,,,,,,,,,0.667,0.0123
,,,,,,,,,,,0.593,0.0123
,,,,,,,,,,,0.52,0.0123
,,,,,,,,,,,0.447,-0.0616
,,,,,,,,,,,0.52,-0.0616
,,,,,,,,,,,0.569,0.037
,,,,,,,,,,,0.618,0.0123
,,,,,,,,,,,0.569,0.0244
,,,,,,,,,,,0.618,-0.0002
,,,,,,,,,,,0.569,-0.0369
,,,,,,,,,,,0.618,-0.0123
,,,,,,,,,,,0.691,0.037
,,,,,,,,,,,0.789,0.0858
,,,,,,,,,,,0.667,0.0611
,,,,,,,,,,,0.618,0.0858
,,,,,,,,,,,0.593,0.0244
,,,,,,,,,,,0.593,0.0244
,,,,,,,,,,,0.74,0.0123
,,,,,,,,,,,0.545,0.0491
,,,,,,,,,,,0.52,-0.0002
,,,,,,,,,,,0.374,-0.0616
,,,,,,,,,,,0.471,-0.0862
,,,,,,,,,,,0.545,-0.0002
,,,,,,,,,,,0.569,-0.0369
,,,,,,,,,,,0.618,-0.0123
,,,,,,,,,,,0.569,-0.0369
,,,,,,,,,,,0.545,0.0123
,,,,,,,,,,,0.618,0.0123
,,,,,,,,,,,0.715,0.0611
,,,,,,,,,,,0.74,0.0737
,,,,,,,,,,,0.618,0.0611
,,,,,,,,,,,0.618,0.0244
,,,,,,,,,,,0.569,0.0123
,,,,,,,,,,,0.691,0.0244
,,,,,,,,,,,0.667,0.037
,,,,,,,,,,,0.496,-0.0002
,,,,,,,,,,,0.447,-0.0123
,,,,,,,,,,,0.471,-0.0616
,,,,,,,,,,,0.569,-0.049
,,,,,,,,,,,0.52,-0.0002
,,,,,,,,,,,0.618,0.0123
,,,,,,,,,,,0.618,-0.0249
,,,,,,,,,,,0.569,0.0123
,,,,,,,,,,,0.618,-0.0249
,,,,,,,,,,,0.667,0.0737
,,,,,,,,,,,0.74,0.0858
,,,,,,,,,,,0.667,0.0983
,,,,,,,,,,,0.569,0.0491
,,,,,,,,,,,0.569,-0.0123
,,,,,,,,,,,0.618,-0.0123
,,,,,,,,,,,0.52,0.0491
,,,,,,,,,,,0.642,0.0983
,,,,,,,,,,,0.496,0.0491
,,,,,,,,,,,0.422,-0.049
,,,,,,,,,,,0.496,-0.0862
,,,,,,,,,,,0.569,-0.0249
,,,,,,,,,,,0.569,-0.0369
,,,,,,,,,,,0.593,-0.0002
,,,,,,,,,,,0.545,-0.0369
,,,,,,,,,,,0.545,-0.0369
,,,,,,,,,,,0.593,-0.0369
,,,,,,,,,,,0.691,0.0123
,,,,,,,,,,,0.691,0.037
,,,,,,,,,,,0.691,0.037
,,,,,,,,,,,0.618,0.0123
,,,,,,,,,,,0.667,-0.0002
,,,,,,,,,,,0.667,0.0123
,,,,,,,,,,,0.715,0.0244
,,,,,,,,,,,0.642,0.037
,,,,,,,,,,,0.593,-0.0249
,,,,,,,,,,,0.471,-0.0616
,,,,,,,,,,,0.642,-0.0616
,,,,,,,,,,,0.593,-0.0249
,,,,,,,,,,,0.691,-0.0123
,,,,,,,,,,,0.618,-0.0002
,,,,,,,,,,,0.667,-0.0123
,,,,,,,,,,,0.593,-0.0369
,,,,,,,,,,,0.569,-0.0002
,,,,,,,,,,,0.715,0.0244
,,,,,,,,,,,0.715,0.0611
,,,,,,,,,,,0.52,0.0123
,,,,,,,,,,,0.691,0.0244
,,,,,,,,,,,0.593,-0.0002
,,,,,,,,,,,0.642,0.037
,,,,,,,,,,,0.545,0.0244
,,,,,,,,,,,0.496,0.037
,,,,,,,,,,,0.398,-0.0369
,,,,,,,,,,,0.447,-0.0736
,,,,,,,,,,,0.569,-0.049
,,,,,,,,,,,0.422,-0.0249
,,,,,,,,,,,0.593,0.0123
,,,,,,,,,,,0.569,-0.0983
,,,,,,,,,,,0.52,-0.0862
,,,,,,,,,,,0.569,-0.049
,,,,,,,,,,,0.667,0.0244
,,,,,,,,,,,0.691,0.0491
,,,,,,,,,,,0.593,0.0491
,,,,,,,,,,,0.642,0.0123
,,,,,,,,,,,0.545,0.0123
,,,,,,,,,,,0.593,0.0611
,,,,,,,,,,,0.569,0.0123
,,,,,,,,,,,0.593,0.037
,,,,,,,,,,,0.618,-0.0249
,,,,,,,,,,,0.422,-0.0249
,,,,,,,,,,,0.447,-0.1104
,,,,,,,,,,,0.496,0.0123
,,,,,,,,,,,0.545,-0.0123
,,,,,,,,,,,0.593,-0.0123
,,,,,,,,,,,0.398,-0.0002
,,,,,,,,,,,0.569,-0.0123
,,,,,,,,,,,0.618,-0.049
,,,,,,,,,,,0.764,0.0123
,,,,,,,,,,,0.74,0.0491
,,,,,,,,,,,0.691,-0.0002
,,,,,,,,,,,0.642,0.037
,,,,,,,,,,,0.569,-0.0616
,,,,,,,,,,,0.618,0.0244
,,,,,,,,,,,0.691,0.0123
,,,,,,,,,,,0.593,0.037
,,,,,,,,,,,0.496,-0.0123
,,,,,,,,,,,0.447,-0.0249
,,,,,,,,,,,0.593,-0.0736
,,,,,,,,,,,0.618,0.0123
,,,,,,,,,,,0.593,-0.0123
,,,,,,,,,,,0.642,0.0123
,,,,,,,,,,,0.545,-0.049
,,,,,,,,,,,0.593,-0.0123
,,,,,,,,,,,0.618,0.037
,,,,,,,,,,,0.764,0.037
,,,,,,,,,,,0.74,0.1104
,,,,,,,,,,,0.593,0.037
,,,,,,,,,,,0.667,0.037
,,,,,,,,,,,0.569,-0.0002
,,,,,,,,,,,0.691,0.037
,,,,,,,,,,,0.642,0.0491
,,,,,,,,,,,0.569,-0.0002
,,,,,,,,,,,0.496,-0.0123
,,,,,,,,,,,0.447,-0.0862
,,,,,,,,,,,0.618,-0.049
,,,,,,,,,,,0.618,-0.0249
,,,,,,,,,,,0.642,-0.0123
,,,,,,,,,,,0.618,-0.0123
,,,,,,,,,,,0.593,-0.0369
,,,,,,,,,,,0.618,-0.0369
,,,,,,,,,,,0.715,0.0123
,,,,,,,,,,,0.789,0.0611
,,,,,,,,,,,0.715,0.0491
,,,,,,,,,,,0.618,0.037
,,,,,,,,,,,0.593,0.0244
,,,,,,,,,,,0.593,0.0123
,,,,,,,,,,,0.593,-0.0002
,,,,,,,,,,,0.569,0.037
,,,,,,,,,,,0.496,-0.0123
,,,,,,,,,,,0.398,-0.0369
,,,,,,,,,,,0.471,-0.0736
,,,,,,,,,,,0.545,-0.0249
,,,,,,,,,,,0.618,-0.0249
,,,,,,,,,,,0.569,-0.0123
,,,,,,,,,,,0.496,0.0123
,,,,,,,,,,,0.52,-0.0369
,,,,,,,,,,,0.593,-0.0249
,,,,,,,,,,,0.715,0.0491
,,,,,,,,,,,0.691,0.0491
,,,,,,,,,,,0.471,-0.0249
,,,,,,,,,,,0.715,-0.049
,,,,,,,,,,,0.496,-0.0002
,,,,,,,,,,,0.642,-0.0002
,,,,,,,,,,,0.642,0.037
,,,,,,,,,,,0.618,0.0244
,,,,,,,,,,,0.545,-0.0369
,,,,,,,,,,,0.276,-0.0249
,,,,,,,,,,,0.569,-0.0616
,,,,,,,,,,,0.593,-0.0369
,,,,,,,,,,,0.593,-0.0123
,,,,,,,,,,,0.593,0.0244
,,,,,,,,,,,0.496,-0.0862
,,,,,,,,,,,0.593,-0.0002
,,,,,,,,,,,0.642,-0.0123
,,,,,,,,,,,0.74,0.0244
,,,,,,,,,,,0.838,0.1104
,,,,,,,,,,,0.593,-0.0002
,,,,,,,,,,,0.593,-0.0002
,,,,,,,,,,,0.447,-0.0002
,,,,,,,,,,,0.593,0.0244
,,,,,,,,,,,0.545,-0.0249
,,,,,,,,,,,0.545,0.0123
,,,,,,,,,,,0.52,-0.0616
,,,,,,,,,,,0.422,-0.0249
,,,,,,,,,,,0.545,-0.0369
,,,,,,,,,,,0.569,-0.0002
,,,,,,,,,,,0.691,-0.0123
,,,,,,,,,,,0.593,-0.0002
,,,,,,,,,,,0.545,-0.0249
,,,,,,,,,,,0.691,-0.0369
,,,,,,,,,,,0.691,0.0244
,,,,,,,,,,,0.789,0.0983
,,,,,,,,,,,0.618,0.0737
,,,,,,,,,,,0.618,0.0491
,,,,,,,,,,,0.569,-0.0123
,,,,,,,,,,,0.642,0.0123
,,,,,,,,,,,0.569,-0.049
,,,,,,,,,,,0.593,0.0737
,,,,,,,,,,,0.545,-0.0002
,,,,,,,,,,,0.569,-0.0616
,,,,,,,,,,,0.496,-0.0616
,,,,,,,,,,,0.569,0.037
,,,,,,,,,,,0.618,-0.0249
,,,,,,,,,,,0.52,0.0244
,,,,,,,,,,,0.593,-0.0123
,,,,,,,,,,,0.618,-0.0369
,,,,,,,,,,,0.52,-0.0369
,,,,,,,,,,,0.74,0.0983
,,,,,,,,,,,0.715,0.1104
,,,,,,,,,,,0.618,0.0491
,,,,,,,,,,,0.618,0.0244
,,,,,,,,,,,0.593,0.0123
,,,,,,,,,,,0.642,0.037
,,,,,,,,,,,0.667,0.037
,,,,,,,,,,,0.618,0.0491
,,,,,,,,,,,0.545,-0.0123
,,,,,,,,,,,0.471,-0.0736
,,,,,,,,,,,0.52,-0.0983
,,,,,,,,,,,0.545,-0.0862
,,,,,,,,,,,0.618,-0.0123
,,,,,,,,,,,0.569,-0.0736
,,,,,,,,,,,0.569,-0.0249
,,,,,,,,,,,0.545,-0.0862
,,,,,,,,,,,0.667,-0.0123
,,,,,,,,,,,0.715,-0.0123
,,,,,,,,,,,0.715,0.0737
,,,,,,,,,,,0.618,-0.0369
,,,,,,,,,,,0.569,-0.0002
,,,,,,,,,,,0.569,-0.0616
,,,,,,,,,,,0.569,0.0123
,,,,,,,,,,,0.618,-0.0369
,,,,,,,,,,,0.496,0.0491
,,,,,,,,,,,0.447,-0.0249
,,,,,,,,,,,0.3,-0.0249
,,,,,,,,,,,0.569,-0.049
,,,,,,,,,,,0.52,-0.0369
,,,,,,,,,,,0.593,0.0123
,,,,,,,,,,,0.569,-0.0123
,,,,,,,,,,,0.569,-0.0123
,,,,,,,,,,,0.715,-0.049
,,,,,,,,,,,0.764,0.037
,,,,,,,,,,,0.715,0.037
,,,,,,,,,,,0.667,0.0858
,,,,,,,,,,,0.618,0.0123
,,,,,,,,,,,0.593,-0.0123
,,,,,,,,,,,0.569,0.0123
,,,,,,,,,,,0.642,0.0244
,,,,,,,,,,,0.667,0.037
,,,,,,,,,,,0.496,0.0123
,,,,,,,,,,,0.422,-0.0249
,,,,,,,,,,,0.374,-0.049
,,,,,,,,,,,0.593,-0.0369
,,,,,,,,,,,0.569,-0.0123
,,,,,,,,,,,0.618,0.0123
,,,,,,,,,,,0.52,-0.0123
,,,,,,,,,,,0.545,-0.0123
,,,,,,,,,,,0.642,-0.0249
,,,,,,,,,,,0.715,0.0983
,,,,,,,,,,,0.642,0.1104
,,,,,,,,,,,0.642,0.0491
,,,,,,,,,,,0.618,0.0244
,,,,,,,,,,,0.691,-0.0002
,,,,,,,,,,,0.618,0.0244
,,,,,,,,,,,0.715,0.0737
,,,,,,,,,,,0.593,0.037
,,,,,,,,,,,0.545,-0.0369
,,,,,,,,,,,0.52,-0.0736
,,,,,,,,,,,0.593,-0.0736
,,,,,,,,,,,0.593,-0.0369
,,,,,,,,,,,0.618,0.0244
,,,,,,,,,,,0.52,-0.0002
,,,,,,,,,,,0.545,0.0123
,,,,,,,,,,,0.618,-0.049
,,,,,,,,,,,0.593,0.0123
,,,,,,,,,,,0.715,0.0737
,,,,,,,,,,,0.569,0.1104
,,,,,,,,,,,0.667,0.037
,,,,,,,,,,,0.545,0.0858
,,,,,,,,,,,0.569,0.0123
,,,,,,,,,,,0.642,-0.0123
,,,,,,,,,,,0.496,0.0244
,,,,,,,,,,,0.569,0.037
,,,,,,,,,,,0.422,-0.0983
,,,,,,,,,,,0.398,-0.0862
,,,,,,,,,,,0.52,-0.0369
,,,,,,,,,,,0.545,-0.0002
,,,,,,,,,,,0.569,0.0123
,,,,,,,,,,,0.593,0.0123
,,,,,,,,,,,0.545,0.0123
,,,,,,,,,,,0.569,0.0123
,,,,,,,,,,,0.642,0.037
,,,,,,,,,,,0.74,0.0737
,,,,,,,,,,,0.593,0.0737
,,,,,,,,,,,0.593,0.0611
,,,,,,,,,,,0.618,-0.0002
,,,,,,,,,,,0.642,-0.0002
,,,,,,,,,,,0.593,0.0123
,,,,,,,,,,,0.618,0.0244
,,,,,,,,,,,0.496,0.0123
,,,,,,,,,,,0.447,-0.0369
,,,,,,,,,,,0.471,-0.0862
,,,,,,,,,,,0.496,-0.0123
,,,,,,,,,,,0.52,-0.0123
,,,,,,,,,,,0.52,0.0244
,,,,,,,,,,,0.496,0.0123
,,,,,,,,,,,0.496,-0.0123
,,,,,,,,,,,0.593,-0.0002
,,,,,,,,,,,0.691,0.0491
,,,,,,,,,,,0.715,0.0983
,,,,,,,,,,,0.593,0.0737
,,,,,,,,,,,0.569,0.037
,,,,,,,,,,,0.545,0.0244
,,,,,,,,,,,0.569,0.0244
,,,,,,,,,,,0.593,0.037
,,,,,,,,,,,0.569,0.037
,,,,,,,,,,,0.496,-0.0369
,,,,,,,,,,,0.447,-0.049
,,,,,,,,,,,0.545,-0.0616
,,,,,,,,,,,0.545,-0.0249
,,,,,,,,,,,0.691,-0.0249
,,,,,,,,,,,0.545,-0.0123
,,,,,,,,,,,0.545,0.0123
,,,,,,,,,,,0.569,0.0244
,,,,,,,,,,,0.593,0.0123
,,,,,,,,,,,0.715,0.037
,,,,,,,,,,,0.642,0.0611
,,,,,,,,,,,0.593,0.0244
,,,,,,,,,,,0.593,-0.0002
,,,,,,,,,,,0.398,0.0244
,,,,,,,,,,,0.691,0.037
,,,,,,,,,,,0.74,0.037
,,,,,,,,,,,0.74,0.0123
,,,,,,,,,,,0.642,-0.0249
,,,,,,,,,,,0.74,-0.0862
,,,,,,,,,,,0.838,-0.049
,,,,,,,,,,,0.886,-0.0249
,,,,,,,,,,,0.935,-0.0123
,,,,,,,,,,,0.911,0.0244
,,,,,,,,,,,0.935,-0.0123
,,,,,,,,,,,1.008,-0.0369
,,,,,,,,,,,1.179,0.0737
,,,,,,,,,,,1.082,0.0737
,,,,,,,,,,,1.008,0.0737
,,,,,,,,,,,0.935,0.0244
,,,,,,,,,,,0.862,0.0491
,,,,,,,,,,,0.838,0.037
,,,,,,,,,,,0.984,0.037
,,,,,,,,,,,0.838,0.0858
,,,,,,,,,,,0.764,0.0244
,,,,,,,,,,,0.74,0.0123
,,,,,,,,,,,0.667,-0.049
,,,,,,,,,,,0.789,0.037
,,,,,,,,,,,0.911,0.0123
,,,,,,,,,,,0.862,0.0983
,,,,,,,,,,,0.838,0.0123
,,,,,,,,,,,0.813,0.0244
,,,,,,,,,,,0.862,0.037
,,,,,,,,,,,0.886,0.1104
,,,,,,,,,,,0.911,0.1225
,,,,,,,,,,,0.789,0.135
,,,,,,,,,,,0.667,0.0858
,,,,,,,,,,,0.667,0.0858
,,,,,,,,,,,0.715,0.0858
,,,,,,,,,,,0.642,0.0737
,,,,,,,,,,,0.642,0.1104
,,,,,,,,,,,0.569,0.0244
,,,,,,,,,,,0.325,0.0491
,,,,,,,,,,,0.618,0.0244
,,,,,,,,,,,0.618,-0.0123
,,,,,,,,,,,0.715,0.0983
,,,,,,,,,,,0.715,0.0737
,,,,,,,,,,,0.715,0.0858
,,,,,,,,,,,0.691,0.0491
,,,,,,,,,,,0.813,0.1104
,,,,,,,,,,,0.789,0.1597
,,,,,,,,,,,0.789,0.1104
,,,,,,,,,,,0.74,0.1225
,,,,,,,,,,,0.618,0.0737
,,,,,,,,,,,0.691,0.1104
,,,,,,,,,,,0.667,0.0611
,,,,,,,,,,,0.715,0.135
,,,,,,,,,,,0.569,0.0858
,,,,,,,,,,,0.545,0.0858
,,,,,,,,,,,0.496,-0.0123
,,,,,,,,,,,0.618,0.0858
,,,,,,,,,,,0.618,0.0491
,,,,,,,,,,,0.691,0.1225
,,,,,,,,,,,0.667,0.135
,,,,,,,,,,,0.667,0.1471
,,,,,,,,,,,0.74,0.135
,,,,,,,,,,,0.838,0.1964
,,,,,,,,,,,0.838,0.2331
,,,,,,,,,,,0.838,0.1964
,,,,,,,,,,,0.715,0.1838
,,,,,,,,,,,0.618,0.1838
,,,,,,,,,,,0.667,0.1597
,,,,,,,,,,,0.715,0.1964
,,,,,,,,,,,0.715,0.2457
,,,,,,,,,,,0.593,0.2085
,,,,,,,,,,,0.471,0.135
,,,,,,,,,,,0.447,0.0858
,,,,,,,,,,,0.642,0.1964
,,,,,,,,,,,0.618,0.1597
,,,,,,,,,,,0.593,0.1718
,,,,,,,,,,,0.593,0.1597
,,,,,,,,,,,0.667,0.1471
,,,,,,,,,,,0.691,0.1597
,,,,,,,,,,,0.764,0.2457
